date,content
2019-10-30 20:02:11,RT @hellresidentNY: For those of you still wondering why most of Black Twitter isn't really interested in seeing #Harriet or in seeing Cynt…
2019-10-30 20:00:16,"Check out the exclusive lyric video for ""Stand Up” from the #HARRIET soundtrack. Written by Joshuah Brian Campbell… https://t.co/tGbNrkFQRy"
2019-10-30 19:59:51,"RT @DAMANI1: ill Camille ( @illcamille ) + Damani Nkosi 
                                             are…"
2019-10-30 19:58:22,This isn't just disrespectful to both black men and Harriet Tubman. She was one of the most hard core woman in hist… https://t.co/xturYaMcnZ
2019-10-30 19:57:54,RT @JeffreyBChapman: At last nights premiere of @HarrietFilm with my gorgeous date 🧚🏽‍♂️🧚🏾‍♂️✨ #Harriet #xoJBC https://t.co/tGaS83MoGB
2019-10-30 19:57:19,"RT @Behembaba: This is the best review I've read of #Harriet. It's just a bad movie y'all.

#ADOS #BreakingBrown 

https://t.co/Z8EfLhDimz"
2019-10-30 19:53:04,"RT @tonetalks: WATCH: @tonetalks on uncomfortable truths about 
#Harriet film &amp; @Comcast “If you have a lawsuit in the Supreme Court attack…"
2019-10-30 19:48:58,At last nights premiere of @HarrietFilm with my gorgeous date 🧚🏽‍♂️🧚🏾‍♂️✨ #Harriet #xoJBC https://t.co/tGaS83MoGB
2019-10-30 19:40:52,RT @AMCArtisanFilms: Watch this exclusive clip from #HARRIET. Witness the miraculous story of Harriet Tubman this weekend at AMC. https://t…
2019-10-30 19:40:39,"RT @HarrietFilm: We were honored to have Harriet Tubman’s great-great-grandniece Judith Bryant and great-great-great-grandniece Ernestine ""…"
2019-10-30 19:40:39,RT @EWagmeister: We were coast-to-coast last night! Check out my girl @angelique814’s interviews with @CynthiaEriVo...Angelique always asks…
2019-10-30 19:40:08,"RT @AMCArtisanFilms: Tickets are on sale now for #HARRIET. 🎟️: https://t.co/3vybM5MsvI

Get tickets now through 11/14 to see the unbelievab…"
